fitness,param_sl_atr,param_adx_period,param_adx_threshold,param_volume_lookback,param_volume_mult,param_regime_lookback,param_use_volume_filter,param_use_trend_filter,param_use_regime_filter,m1_oos1_n_trades,m1_oos1_profit_factor,m1_oos1_win_rate,m1_oos1_trades_per_month,m1_oos1_avg_trade_pct,m1_oos1_total_return_pct,m1_oos2_n_trades,m1_oos2_profit_factor,m1_oos2_win_rate,m1_oos2_trades_per_month,m1_oos2_avg_trade_pct,m1_oos2_total_return_pct,pass,fail_reason
1.2549427213463784,4.5,16,35,40,1.3,25,False,True,True,135,2.4748898334828184,65.92592592592592,1.6140612725844463,0.26617330657722316,18.910299999999964,61,0.8660404609587458,54.09836065573771,1.0941897466116677,-0.06435587803226772,-2.654907176418974,False,m1_oos2 profit_factor=0.8660 <= 1.1
1.2549427213463784,4.5,16,35,40,1.8,25,False,True,True,135,2.4748898334828184,65.92592592592592,1.6140612725844463,0.26617330657722316,18.910299999999964,61,0.8660404609587458,54.09836065573771,1.0941897466116677,-0.06435587803226772,-2.654907176418974,False,m1_oos2 profit_factor=0.8660 <= 1.1
1.245599651852281,5.0,16,35,15,1.0,50,False,True,True,134,2.389782895504436,65.67164179104478,1.602105263157895,0.26270739968881734,15.48509999999997,63,0.9704795975115302,49.2063492063492,1.1300648202710668,0.04672468618417732,-0.499159283716458,False,m1_oos2 profit_factor=0.9705 <= 1.1
1.2290569308432147,3.5,22,30,50,1.2,50,False,True,True,118,1.8876138656945443,66.94915254237289,1.4108091123330715,0.24123825129065266,15.65031002246275,53,1.2541362424870621,47.16981132075472,0.950689451974072,0.18567871043113257,3.9797903081220554,False,m1_oos2 trades_per_month=0.9507 <= 1.0
1.2263086120844382,4.0,14,35,15,1.7,45,False,True,True,176,1.749786781584361,61.93181818181818,2.1042576590730557,0.21700424312025568,20.06592503511707,89,0.7987054547614041,46.06741573033708,1.596440777843253,-0.0797862233725621,-6.303232220145824,False,m1_oos2 profit_factor=0.7987 <= 1.1
1.2167887066805159,4.0,22,20,15,1.9,50,False,True,True,360,1.2867706949613218,56.388888888888886,4.3041633935585235,0.08751466497761996,19.92105214232976,166,1.083076005660786,49.39759036144578,2.977631113730112,0.04239355832857206,4.016444210351535,False,m1_oos2 profit_factor=1.0831 <= 1.1
1.2036756271246465,3.5,14,25,10,1.2,45,True,True,True,90,1.6465167209644243,55.55555555555556,1.0760408483896309,0.12190690428100556,11.27459405692272,33,1.5533374416411907,57.57575757575758,0.5919387153800826,0.14695438508980477,4.260736315320005,False,m1_oos2 trades_per_month=0.5919 <= 1.0
1.1950121696621068,5.0,22,15,15,1.4,50,False,True,True,471,1.2492301721657562,56.90021231422505,5.631280439905735,0.07096834320198411,18.623600000000046,240,0.9852615487755709,50.416666666666664,4.305008839127873,-0.032009078628091506,-0.8453449764027868,False,m1_oos2 profit_factor=0.9853 <= 1.1
1.1904811411672769,5.0,16,35,35,1.7,45,False,True,False,150,2.6180305096623084,67.33333333333333,1.7934014139827181,0.2851392751836178,20.04966325742953,84,0.7527230133797205,52.38095238095239,1.5067530936947555,-0.14240855522949153,-6.59263588648697,False,m1_oos2 profit_factor=0.7527 <= 1.1
1.1904811411672769,5.0,16,35,45,1.9,45,False,True,False,150,2.6180305096623084,67.33333333333333,1.7934014139827181,0.2851392751836178,20.04966325742953,84,0.7527230133797205,52.38095238095239,1.5067530936947555,-0.14240855522949153,-6.59263588648697,False,m1_oos2 profit_factor=0.7527 <= 1.1
