fitness,param_sl_atr,param_adx_period,param_adx_threshold,param_volume_lookback,param_volume_mult,param_regime_lookback,param_use_volume_filter,param_use_trend_filter,param_use_regime_filter,htf_train_n_trades,htf_train_profit_factor,htf_train_win_rate,htf_train_trades_per_month,htf_train_avg_trade_pct,htf_train_total_return_pct,pass,fail_reason
2.4276363033388697,2.0,16,35,40,1.6,30,True,True,True,18,2.4276363033388697,72.22222222222221,0.12910461828463712,0.34317428544759154,5.382284144964398,False,htf_train n_trades=18.0000 <= 100.0
2.4261578499066996,4.0,16,35,30,1.6,50,True,True,True,20,2.4261578499066996,70.0,0.14344957587181903,0.38231506440546903,4.893883785867363,False,htf_train n_trades=20.0000 <= 100.0
2.3978536534269606,3.5,16,35,15,1.6,45,True,True,True,15,2.3978536534269606,60.0,0.10758718190386428,0.4178900024223311,4.275489533171799,False,htf_train n_trades=15.0000 <= 100.0
2.3978536534269606,3.5,16,35,15,1.6,50,True,True,True,15,2.3978536534269606,60.0,0.10758718190386428,0.4178900024223311,4.275489533171799,False,htf_train n_trades=15.0000 <= 100.0
2.3790786128588044,3.5,16,35,25,1.6,45,True,True,True,20,2.3790786128588044,70.0,0.14344957587181903,0.38128848364921986,5.5472602877921755,False,htf_train n_trades=20.0000 <= 100.0
2.375577640833882,3.5,16,35,35,1.6,35,True,True,True,18,2.375577640833882,72.22222222222221,0.12910461828463712,0.34317428544759065,4.130068544793464,False,htf_train n_trades=18.0000 <= 100.0
2.3508975896240085,3.5,16,35,35,1.7,25,True,True,True,17,2.3508975896240085,70.58823529411765,0.12193213949104617,0.35325780822896413,4.055968544793466,False,htf_train n_trades=17.0000 <= 100.0
2.3508975896240085,3.5,16,35,35,1.7,40,True,True,True,17,2.3508975896240085,70.58823529411765,0.12193213949104617,0.35325780822896413,4.055968544793466,False,htf_train n_trades=17.0000 <= 100.0
2.3508975896240085,3.5,16,35,35,1.7,30,True,True,True,17,2.3508975896240085,70.58823529411765,0.12193213949104617,0.35325780822896413,4.055968544793466,False,htf_train n_trades=17.0000 <= 100.0
2.3412446877476016,5.0,16,35,25,1.6,45,True,True,True,20,2.3412446877476016,70.0,0.14344957587181903,0.38128848364922135,3.724100000000001,False,htf_train n_trades=20.0000 <= 100.0
2.339060114907135,4.0,16,35,30,1.6,50,True,True,False,22,2.339060114907135,68.18181818181817,0.15779453345900094,0.34267736626024825,4.808586584329802,False,htf_train n_trades=22.0000 <= 100.0
2.339060114907135,4.0,16,35,30,1.6,45,True,True,False,22,2.339060114907135,68.18181818181817,0.15779453345900094,0.34267736626024825,4.808586584329802,False,htf_train n_trades=22.0000 <= 100.0
2.339060114907135,4.0,16,35,30,1.6,20,True,True,False,22,2.339060114907135,68.18181818181817,0.15779453345900094,0.34267736626024825,4.808586584329802,False,htf_train n_trades=22.0000 <= 100.0
2.324854988289512,4.0,16,35,10,1.5,45,True,True,True,20,2.324854988289512,65.0,0.14344957587181903,0.38366166640374455,4.577844702373297,False,htf_train n_trades=20.0000 <= 100.0
2.323535173870164,4.0,16,35,15,1.6,50,True,True,False,15,2.323535173870164,60.0,0.10758718190386428,0.4178900024223349,3.746627273179411,False,htf_train n_trades=15.0000 <= 100.0
2.323535173870164,4.0,16,35,15,1.6,45,True,True,True,15,2.323535173870164,60.0,0.10758718190386428,0.4178900024223349,3.746627273179411,False,htf_train n_trades=15.0000 <= 100.0
2.3219927674152943,5.0,16,35,40,1.6,25,True,True,True,18,2.3219927674152943,72.22222222222221,0.12910461828463712,0.3431742854475898,2.7782999999999927,False,htf_train n_trades=18.0000 <= 100.0
2.3219927674152943,5.0,16,35,40,1.6,30,True,True,True,18,2.3219927674152943,72.22222222222221,0.12910461828463712,0.3431742854475898,2.7782999999999927,False,htf_train n_trades=18.0000 <= 100.0
2.2797526254107052,1.0,22,35,10,1.7,45,True,True,True,9,2.2797526254107052,55.55555555555556,0.06455230914231856,0.2770685431036664,2.4928766192595866,False,htf_train n_trades=9.0000 <= 100.0
